Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
32389873,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32390700,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32391752,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32392596,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32393625,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32394647,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32395476,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32396594,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32397426,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32398449,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32399467,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32400296,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32401681,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32402249,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32403283,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32404558,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32405216,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32406233,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32407244,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32408058,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32409083,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32410101,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32410919,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32411932,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32412944,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32413963,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32414975,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32415988,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32417002,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32417829,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32418844,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32419855,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32420677,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32421846,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32422628,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32423586,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32424605,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32425632,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32426654,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32427483,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32428504,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32429528,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32430356,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32431377,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32432398,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32433229,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32434248,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32435270,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32436293,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32437119,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32438142,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32439165,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32440188,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32442023,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32442034,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32442936,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32443948,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32444977,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32446119,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32446898,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32447912,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32448733,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32449751,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32450764,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32451585,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32452599,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32453617,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32454440,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32455452,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32456467,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32457486,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32458306,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32459319,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32460134,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32462153,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32462166,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32463073,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32464122,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32464946,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32465974,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32466997,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32467823,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32468847,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32469875,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32470704,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32471725,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32472746,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32473774,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32474604,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32475626,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32476648,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32477484,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32478505,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32479355,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32480378,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32482147,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32482485,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32483321,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32484364,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32485353,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32486251,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32487088,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32488102,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32489119,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32489937,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32490950,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32491963,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32492785,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32493810,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32494843,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32495665,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32496679,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32497694,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32498516,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32499528,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32500542,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32502280,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32502674,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32503532,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32504360,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32505385,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32506407,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32507262,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32508288,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32509130,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32510155,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32511174,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32512196,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32513022,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32514050,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32514878,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32515899,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32516727,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32517756,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32518779,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32519803,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32520825,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32522412,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32522763,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32523603,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32524424,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32525444,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32526544,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32527321,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32528330,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32529344,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32530356,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32531171,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32532185,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32533202,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32534020,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32535036,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32536049,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32536868,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32537886,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32538897,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32539909,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32540733,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32542470,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32542861,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32543708,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32544534,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32545561,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32546581,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32547409,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32548429,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32549456,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32550282,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32551303,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32552323,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32553149,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32554172,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32554998,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32556021,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32557043,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32558070,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32558898,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32559920,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32560943,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32562524,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32562869,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32563706,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32564748,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32565812,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32566635,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32567650,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32568663,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32569489,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32570503,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32571518,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32572413,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32573433,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32574255,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32575269,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32576280,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32577297,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32578115,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32579241,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32580077,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32581091,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32582685,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32583065,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32583916,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32584938,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32585773,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32586796,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32587818,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32588648,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32589717,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32590544,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32591567,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32592587,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32593419,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32594440,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32595462,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32596512,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32597368,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32598388,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32599213,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32600237,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32601263,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32602839,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32603221,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32604241,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32605056,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32606084,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32606922,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32608002,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32608888,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32609909,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32610732,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32611742,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32612754,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32613772,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32614592,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32615607,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32616621,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32617449,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32618463,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32619476,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32620487,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32621507,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32622858,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32623426,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32624258,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32625302,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32626155,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32627176,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32628002,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32629024,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32630048,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32631069,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32631897,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32632919,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32633753,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32634775,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32635797,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32636625,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32637654,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32638676,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32639697,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32640716,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32641551,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32642939,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32643482,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32644336,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32645347,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32646359,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32647374,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32648384,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32649202,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32650213,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32651231,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32652044,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32653058,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32654077,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32654896,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32655910,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32656922,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32657938,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32658951,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32659774,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32660789,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32661806,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32662967,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32663773,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32664603,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32665652,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32666673,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32667501,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32668520,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32669547,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32670571,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32671593,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32672418,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32673449,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32674470,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32675296,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32676318,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32677343,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32678363,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32679405,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32680232,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32681261,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32683113,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32683125,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32684019,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32685048,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32686083,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32686930,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32688105,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32689016,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32690033,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32690854,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32691891,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32692901,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32693914,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32694927,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32695748,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32696763,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32697587,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32698608,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32699646,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32700659,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32701485,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32703031,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32703424,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32704267,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32705293,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32706315,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32707335,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32708160,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32709195,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32710045,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32711068,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32711901,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32712922,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32713754,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32714778,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32715798,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32716820,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32717846,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32718673,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32719695,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32720518,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32721548,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32723121,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32723456,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32724515,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32725690,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32726511,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32727331,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32728341,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32729162,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32730178,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32731191,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32732009,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32733022,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32734043,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32734863,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32735875,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32736890,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32737907,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32738919,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32739741,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32740754,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32741772,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32743118,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32743687,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32744532,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32745586,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32746609,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32747468,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32748491,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32749517,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32750343,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32751365,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
